,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
795814,10518930,HZ261011,05/12/2016 12:50:00 AM,053XX S LAKE PARK AVE,0460,BATTERY,SIMPLE,STREET,False,False,234,2.0,4.0,41.0,08B,1187678.0,1870268.0,2016,05/19/2016 03:50:56 PM,41.79910731,-87.587265452,"(41.79910731, -87.587265452)"
795815,10518931,HZ261021,05/12/2016 01:45:00 AM,049XX W ADAMS ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1533,15.0,28.0,25.0,08A,1143674.0,1898882.0,2016,05/19/2016 03:50:56 PM,41.878562907,-87.747924753,"(41.878562907, -87.747924753)"
795816,10518933,HZ261023,05/12/2016 02:00:00 AM,079XX S DANTE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,411,4.0,8.0,45.0,05,1187233.0,1852588.0,2016,05/19/2016 03:50:56 PM,41.750602485,-87.589458168,"(41.750602485, -87.589458168)"
795817,10518935,HZ261015,05/12/2016 01:14:00 AM,039XX W 67TH PL,051A,ASSAULT,AGGRAVATED: HANDGUN,ALLEY,False,False,833,8.0,13.0,65.0,04A,1151215.0,1859549.0,2016,05/19/2016 03:50:56 PM,41.770483347,-87.721264393,"(41.770483347, -87.721264393)"
795818,10518936,HZ261034,05/12/2016 02:00:00 AM,091XX S COTTAGE GROVE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,True,True,633,6.0,8.0,44.0,26,1183159.0,1844632.0,2016,05/19/2016 03:50:56 PM,41.728866026,-87.604633913,"(41.728866026, -87.604633913)"
795819,10518937,HZ261055,05/12/2016 03:30:00 AM,008XX N RUSH ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,1833,18.0,42.0,8.0,08B,1176892.0,1905861.0,2016,05/19/2016 03:50:56 PM,41.897027138,-87.625744393,"(41.897027138, -87.625744393)"
795820,10518938,HZ261030,05/12/2016 01:27:00 AM,076XX S KINGSTON AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,STREET,False,False,421,4.0,7.0,43.0,26,1194519.0,1854797.0,2016,05/19/2016 03:50:56 PM,41.756488192,-87.562686823,"(41.756488192, -87.562686823)"
795821,10518941,HZ261046,05/12/2016 02:45:00 AM,048XX S DREXEL BLVD,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,False,False,223,2.0,4.0,39.0,03,1183002.0,1873174.0,2016,05/19/2016 03:50:56 PM,41.807191696,-87.60432284,"(41.807191696, -87.60432284)"
795822,10518942,HZ261050,05/12/2016 02:17:00 AM,0000X W 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,CTA STATION,True,False,623,6.0,6.0,44.0,26,1177483.0,1852629.0,2016,05/19/2016 03:50:56 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
795823,10518944,HZ261051,05/12/2016 03:18:00 AM,017XX E 71ST PL,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENTIAL YARD (FRONT/BACK),False,False,324,3.0,5.0,43.0,05,1189250.0,1857921.0,2016,05/19/2016 03:50:56 PM,41.765188616,-87.581896344,"(41.765188616, -87.581896344)"
795824,10525895,HZ268134,05/02/2016 09:00:00 PM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,1831,18.0,42.0,8.0,06,1176027.0,1903311.0,2016,05/23/2016 03:48:54 PM,41.890049339,-87.628998255,"(41.890049339, -87.628998255)"
795825,10518946,HZ261010,05/12/2016 01:35:00 AM,0000X E 71ST ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,323,3.0,6.0,69.0,03,1177687.0,1857931.0,2016,05/19/2016 03:50:56 PM,41.765485438,-87.624277532,"(41.765485438, -87.624277532)"
795826,10518950,HZ261054,05/12/2016 03:19:00 AM,082XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6.0,6.0,44.0,08B,1180676.0,1850536.0,2016,05/19/2016 03:50:56 PM,41.745124619,-87.613548759,"(41.745124619, -87.613548759)"
795827,10518952,HZ261059,05/12/2016 02:02:00 AM,064XX N CLARK ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,2432,24.0,40.0,1.0,08B,1164377.0,1942660.0,2016,05/19/2016 03:50:56 PM,41.99827946,-87.670664922,"(41.99827946, -87.670664922)"
795828,10518953,HZ261033,05/12/2016 02:01:00 AM,060XX W BELMONT AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,False,False,2511,25.0,36.0,19.0,26,1135541.0,1920646.0,2016,05/19/2016 03:50:56 PM,41.93843434,-87.777269863,"(41.93843434, -87.777269863)"
795829,10518955,HZ261070,05/12/2016 12:01:00 AM,062XX S ROCKWELL ST,0820,THEFT,$500 AND UNDER,STREET,False,False,825,8.0,15.0,66.0,06,1160113.0,1863142.0,2016,05/19/2016 03:50:56 PM,41.780164653,-87.688548837,"(41.780164653, -87.688548837)"
795830,10518956,HZ261066,05/12/2016 04:30:00 AM,040XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1115,11.0,28.0,26.0,08B,1149519.0,1899355.0,2016,05/19/2016 03:50:56 PM,41.879749464,-87.72645064,"(41.879749464, -87.72645064)"
795831,10518960,HZ261064,05/12/2016 04:20:00 AM,055XX W 64TH ST,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,813,8.0,13.0,64.0,03,1140498.0,1861582.0,2016,05/19/2016 03:50:56 PM,41.776264838,-87.760499732,"(41.776264838, -87.760499732)"
795832,10518963,HZ261069,05/12/2016 04:46:00 AM,008XX N DEARBORN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,True,False,1832,18.0,42.0,8.0,14,1175793.0,1905838.0,2016,05/19/2016 03:50:56 PM,41.896988826,-87.629781503,"(41.896988826, -87.629781503)"
795833,10518964,HZ261035,05/12/2016 02:15:00 AM,065XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,True,False,321,3.0,20.0,42.0,14,1185766.0,1861807.0,2016,05/19/2016 03:50:56 PM,41.77593496,-87.594543726,"(41.77593496, -87.594543726)"
795834,10518965,HZ261057,05/12/2016 04:01:00 AM,025XX E 72ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,334,3.0,7.0,43.0,08B,1194455.0,1858098.0,2016,05/19/2016 03:50:56 PM,41.765547955,-87.562813006,"(41.765547955, -87.562813006)"
795835,10518966,HZ261012,05/12/2016 01:25:00 AM,004XX N WABASH AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,1834,18.0,42.0,8.0,08B,1176592.0,1902931.0,2016,05/19/2016 03:50:56 PM,41.888993854,-87.626934833,"(41.888993854, -87.626934833)"
795836,10518968,HZ261056,05/12/2016 03:23:00 AM,061XX S DR MARTIN LUTHER KING JR DR,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,False,True,311,3.0,20.0,40.0,04B,1179972.0,1864463.0,2016,05/19/2016 03:50:56 PM,41.783357911,-87.615702563,"(41.783357911, -87.615702563)"
795837,10518969,HZ261063,05/12/2016 04:00:00 AM,075XX S YATES BLVD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,False,False,414,4.0,7.0,43.0,11,1193509.0,1855532.0,2016,05/19/2016 03:50:56 PM,41.758529857,-87.566364189,"(41.758529857, -87.566364189)"
795838,10518980,HZ261075,05/12/2016 05:25:00 AM,049XX W POTOMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2533,25.0,37.0,25.0,08B,1143141.0,1908196.0,2016,05/19/2016 03:50:56 PM,41.90413158,-87.749649203,"(41.90413158, -87.749649203)"
795839,10518987,HZ261077,05/12/2016 05:54:00 AM,002XX S RACINE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,False,False,1231,12.0,27.0,28.0,03,1168423.0,1899169.0,2016,05/19/2016 03:50:56 PM,41.878851273,-87.657043254,"(41.878851273, -87.657043254)"
795840,10518998,HZ261003,05/12/2016 01:04:00 AM,047XX N LAWNDALE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1723,17.0,33.0,14.0,03,1150866.0,1931293.0,2016,05/19/2016 03:50:56 PM,41.967363903,-87.720666726,"(41.967363903, -87.720666726)"
795841,10518999,HZ261089,05/12/2016 06:25:00 AM,023XX N SPRINGFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2525,25.0,30.0,22.0,07,1149993.0,1915294.0,2016,05/19/2016 03:50:56 PM,41.923478468,-87.724294664,"(41.923478468, -87.724294664)"
795842,10519000,HZ261104,05/12/2016 07:00:00 AM,015XX N LOREL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),False,True,2532,25.0,37.0,25.0,08B,1140407.0,1909742.0,2016,05/19/2016 03:50:56 PM,41.90842459,-87.759654049,"(41.90842459, -87.759654049)"
795843,10519001,HZ261081,05/12/2016 06:03:00 AM,057XX N MARMORA AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1622,16.0,45.0,11.0,06,1136058.0,1937693.0,2016,05/19/2016 03:50:56 PM,41.985203729,-87.774961473,"(41.985203729, -87.774961473)"
795844,10519035,HZ261082,05/12/2016 05:03:00 AM,088XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,423,4.0,10.0,46.0,14,1196920.0,1846998.0,2016,05/19/2016 03:50:56 PM,41.735027788,-87.55414663,"(41.735027788, -87.55414663)"
795845,10519038,HZ261094,05/12/2016 06:50:00 AM,006XX S CLARK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT/GARAGE(NON.RESID.),False,False,123,1.0,2.0,32.0,14,1175620.0,1897544.0,2016,05/19/2016 03:50:56 PM,41.874233514,-87.630666333,"(41.874233514, -87.630666333)"
795846,10519047,HZ261065,05/12/2016 04:20:00 AM,097XX S OGLESBY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,431,4.0,7.0,51.0,08B,1193793.0,1840794.0,2016,05/19/2016 03:50:56 PM,41.718080552,-87.565805087,"(41.718080552, -87.565805087)"
795847,10519049,HZ261093,05/12/2016 06:40:00 AM,066XX S MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,321,3.0,20.0,42.0,08B,1180713.0,1861176.0,2016,05/19/2016 03:50:56 PM,41.774321061,-87.613086769,"(41.774321061, -87.613086769)"
795848,10519068,HZ261053,05/12/2016 03:16:00 AM,065XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,False,725,7.0,15.0,67.0,08B,1166452.0,1861305.0,2016,05/19/2016 03:50:56 PM,41.774990905,-87.665361322,"(41.774990905, -87.665361322)"
795849,10519069,HZ261112,05/12/2016 07:15:00 AM,061XX S RACINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,713,7.0,16.0,67.0,08B,1169370.0,1864170.0,2016,05/19/2016 03:50:56 PM,41.78279012,-87.65458144,"(41.78279012, -87.65458144)"
795850,10519070,HZ261133,05/12/2016 01:00:00 AM,064XX S YALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,CHA APARTMENT,False,False,722,7.0,20.0,68.0,05,1175609.0,1862380.0,2016,05/19/2016 03:50:56 PM,41.777740745,-87.631760999,"(41.777740745, -87.631760999)"
795851,10519078,HZ261114,05/12/2016 07:23:00 AM,019XX W DIVERSEY PKWY,0810,THEFT,OVER $500,RESIDENCE-GARAGE,False,False,1931,19.0,32.0,7.0,06,1163034.0,1918608.0,2016,05/19/2016 03:50:56 PM,41.932308129,-87.67628387,"(41.932308129, -87.67628387)"
795852,10519081,HZ261086,05/12/2016 06:12:00 AM,017XX N CICERO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2533,25.0,37.0,25.0,08B,1144133.0,1911099.0,2016,05/19/2016 03:50:56 PM,41.912079145,-87.745932263,"(41.912079145, -87.745932263)"
795853,10519088,HZ261152,05/12/2016 08:00:00 AM,037XX N BOSWORTH AVE,0810,THEFT,OVER $500,STREET,False,False,1922,19.0,44.0,6.0,06,1165320.0,1924814.0,2016,05/19/2016 03:50:56 PM,41.94928933,-87.667706041,"(41.94928933, -87.667706041)"
795854,10519096,HZ261169,05/12/2016 08:30:00 AM,029XX E 78TH ST,0880,THEFT,PURSE-SNATCHING,STREET,False,False,421,4.0,7.0,43.0,06,1196931.0,1853873.0,2016,05/19/2016 03:50:56 PM,41.75389304,-87.553878184,"(41.75389304, -87.553878184)"
795855,10520030,HZ261919,05/12/2016 05:00:00 PM,062XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,823,8.0,15.0,66.0,06,1156121.0,1863260.0,2016,05/19/2016 03:50:56 PM,41.780569671,-87.703181081,"(41.780569671, -87.703181081)"
795856,10519154,HZ261071,05/12/2016 03:53:00 AM,069XX S INDIANA AVE,0610,BURGLARY,FORCIBLE ENTRY,VEHICLE-COMMERCIAL,True,False,322,3.0,6.0,69.0,05,1178797.0,1858876.0,2016,05/19/2016 03:50:56 PM,41.768053438,-87.62018034,"(41.768053438, -87.62018034)"
795857,10519187,HZ261241,05/12/2016 08:00:00 AM,0000X E 125TH PL,0890,THEFT,FROM BUILDING,ABANDONED BUILDING,False,False,532,5.0,9.0,53.0,06,1178955.0,1821816.0,2016,05/19/2016 03:50:56 PM,41.666352351,-87.620725546,"(41.666352351, -87.620725546)"
795858,10519192,HZ261087,05/12/2016 01:00:00 AM,046XX S SAWYER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,821,8.0,14.0,58.0,07,1155482.0,1873787.0,2016,05/19/2016 03:50:56 PM,41.809470074,-87.705241811,"(41.809470074, -87.705241811)"
795859,10519206,HZ261124,05/12/2016 12:00:00 AM,048XX W JACKSON BLVD,0460,BATTERY,SIMPLE,STREET,False,False,1533,15.0,28.0,25.0,08B,1144394.0,1898243.0,2016,05/19/2016 03:50:56 PM,41.876795906,-87.745297106,"(41.876795906, -87.745297106)"
795860,10519207,HZ261274,05/12/2016 09:42:00 AM,0000X S KEELER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1115,11.0,28.0,26.0,18,1148397.0,1899590.0,2016,05/19/2016 03:50:56 PM,41.880416029,-87.730564444,"(41.880416029, -87.730564444)"
795861,10519226,HZ261204,05/12/2016 08:45:00 AM,095XX S DR MARTIN LUTHER KING JR DR,0880,THEFT,PURSE-SNATCHING,CTA BUS STOP,False,False,511,5.0,6.0,49.0,06,1180589.0,1841904.0,2016,05/19/2016 03:50:56 PM,41.721439376,-87.614131833,"(41.721439376, -87.614131833)"
795862,10519228,HZ261164,05/12/2016 08:10:00 AM,040XX W PATTERSON AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1732,17.0,30.0,16.0,06,1148760.0,1923953.0,2016,05/19/2016 03:50:56 PM,41.947263452,-87.728600769,"(41.947263452, -87.728600769)"
795863,10519232,HZ261174,05/12/2016 09:30:00 AM,080XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,612,6.0,21.0,71.0,08B,1170709.0,1851582.0,2016,05/19/2016 03:50:56 PM,41.748217964,-87.650038887,"(41.748217964, -87.650038887)"
795864,10519236,HZ261268,05/12/2016 09:15:00 AM,024XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,1431,14.0,1.0,22.0,06,1157296.0,1916174.0,2016,05/19/2016 03:50:56 PM,41.925747786,-87.697436669,"(41.925747786, -87.697436669)"
795865,10519255,HZ261180,05/12/2016 08:40:00 AM,102XX S COMMERCIAL AVE,0460,BATTERY,SIMPLE,DAY CARE CENTER,False,False,431,4.0,10.0,51.0,08B,1197433.0,1837588.0,2016,05/19/2016 03:50:56 PM,41.709193177,-87.552579907,"(41.709193177, -87.552579907)"
795866,10519233,HZ261261,05/12/2016 04:30:00 AM,006XX W 70TH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,732,7.0,6.0,68.0,06,1173060.0,1858468.0,2016,06/02/2016 03:51:36 PM,41.767062446,-87.641221054,"(41.767062446, -87.641221054)"
795867,10519126,HZ261129,05/12/2016 07:31:00 AM,025XX W CORTLAND ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1434,14.0,1.0,22.0,08B,1159118.0,1912537.0,2016,06/04/2016 03:47:07 PM,41.915730318,-87.690841848,"(41.915730318, -87.690841848)"
795868,10519272,HZ261248,05/12/2016 09:25:00 AM,056XX W ADDISON ST,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,1633,16.0,38.0,15.0,08A,1138069.0,1923370.0,2016,05/19/2016 03:50:56 PM,41.945863902,-87.767912706,"(41.945863902, -87.767912706)"
795869,10519273,HZ261214,05/12/2016 12:45:00 AM,0000X S MASON AVE,0610,BURGLARY,FORCIBLE ENTRY,OTHER,False,False,1513,15.0,29.0,25.0,05,1136839.0,1899281.0,2016,05/19/2016 03:50:56 PM,41.879783007,-87.773012281,"(41.879783007, -87.773012281)"
795870,10519274,HZ261215,05/12/2016 05:35:00 AM,050XX W ADAMS ST,0880,THEFT,PURSE-SNATCHING,STREET,False,False,1533,15.0,28.0,25.0,06,1143005.0,1898866.0,2016,05/19/2016 03:50:56 PM,41.878531497,-87.750381613,"(41.878531497, -87.750381613)"
795871,10519279,HZ261238,05/12/2016 09:15:00 AM,035XX W WABANSIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1422,14.0,26.0,23.0,08B,1152713.0,1911073.0,2016,05/19/2016 03:50:56 PM,41.911842228,-87.71441225,"(41.911842228, -87.71441225)"
795872,10519280,HZ261162,05/12/2016 08:30:00 AM,032XX W EVERGREEN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1422,14.0,26.0,23.0,08B,1154506.0,1908796.0,2016,05/19/2016 03:50:56 PM,41.905558247,-87.707886268,"(41.905558247, -87.707886268)"
795873,10519325,HZ261321,05/12/2016 10:15:00 AM,007XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,123,1.0,2.0,32.0,06,1177389.0,1897003.0,2016,05/19/2016 03:50:56 PM,41.872709056,-87.624187857,"(41.872709056, -87.624187857)"
795874,10519327,HZ261239,05/12/2016 09:32:00 AM,035XX S ASHLAND AVE,0560,ASSAULT,SIMPLE,CTA BUS,True,False,912,9.0,11.0,59.0,08A,1166243.0,1881366.0,2016,05/19/2016 03:50:56 PM,41.830045077,-87.66555614,"(41.830045077, -87.66555614)"
795875,10519340,HZ261313,05/12/2016 10:19:00 AM,002XX S CENTRAL AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,1522,15.0,29.0,25.0,04A,1139095.0,1898352.0,2016,05/19/2016 03:50:56 PM,41.877192993,-87.764751027,"(41.877192993, -87.764751027)"
795876,10519341,HZ261325,05/12/2016 10:12:00 AM,057XX S MAY ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,True,False,712,7.0,16.0,68.0,18,1169631.0,1866771.0,2016,05/19/2016 03:50:56 PM,41.789921912,-87.65354914,"(41.789921912, -87.65354914)"
795877,10519356,HZ261346,05/12/2016 08:45:00 AM,064XX S KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,813,8.0,13.0,65.0,14,1148146.0,1861588.0,2016,05/19/2016 03:50:56 PM,41.776138084,-87.73246207,"(41.776138084, -87.73246207)"
795878,10519372,HZ261343,05/12/2016 10:30:00 AM,040XX W LAKE ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,True,False,1114,11.0,28.0,26.0,11,1149512.0,1901446.0,2016,05/19/2016 03:50:56 PM,41.885487535,-87.726422045,"(41.885487535, -87.726422045)"
795879,10519379,HZ261362,05/12/2016 11:10:00 AM,011XX S RICHMOND ST,2027,NARCOTICS,POSS: CRACK,RESIDENTIAL YARD (FRONT/BACK),True,False,1135,11.0,28.0,29.0,18,1156863.0,1894999.0,2016,05/19/2016 03:50:56 PM,41.867650491,-87.699602459,"(41.867650491, -87.699602459)"
795880,10519380,HZ261340,05/12/2016 10:15:00 AM,006XX N CHRISTIANA AVE,0560,ASSAULT,SIMPLE,STREET,False,True,1121,11.0,27.0,23.0,08A,1153932.0,1903965.0,2016,05/19/2016 03:50:56 PM,41.892312993,-87.710123686,"(41.892312993, -87.710123686)"
795881,10519381,HZ261344,05/12/2016 10:05:00 AM,062XX N MC CORMICK RD,1330,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,True,False,1711,17.0,50.0,13.0,26,1152694.0,1941350.0,2016,05/19/2016 03:50:56 PM,41.994924815,-87.713677818,"(41.994924815, -87.713677818)"
795882,10519382,HZ261287,05/12/2016 02:30:00 AM,011XX S WHIPPLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1134,11.0,28.0,29.0,07,1156199.0,1894977.0,2016,05/19/2016 03:50:56 PM,41.867603546,-87.702040718,"(41.867603546, -87.702040718)"
795883,10519390,HZ261237,05/12/2016 09:23:00 AM,031XX W WALNUT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1222,12.0,27.0,27.0,08B,1155508.0,1901465.0,2016,05/19/2016 03:50:56 PM,41.885421196,-87.704402968,"(41.885421196, -87.704402968)"
795884,10519396,HZ261139,05/12/2016 08:10:00 AM,040XX W ARTHINGTON ST,0460,BATTERY,SIMPLE,STREET,False,False,1132,11.0,24.0,26.0,08B,1149510.0,1895805.0,2016,05/19/2016 03:50:56 PM,41.870008034,-87.726575834,"(41.870008034, -87.726575834)"
795885,10519417,HZ261337,05/12/2016 10:30:00 AM,015XX N TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1423,14.0,26.0,24.0,08B,1158468.0,1910126.0,2016,05/19/2016 03:50:56 PM,41.909127682,-87.693296002,"(41.909127682, -87.693296002)"
795886,10519423,HZ261315,05/12/2016 10:03:00 AM,119XX S PEORIA ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,524,5.0,34.0,53.0,18,1172478.0,1825647.0,2016,05/19/2016 03:50:56 PM,41.677009777,-87.64431717,"(41.677009777, -87.64431717)"
795887,10519431,HZ261309,05/12/2016 08:30:00 AM,113XX S WENTWORTH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,522,5.0,34.0,49.0,06,1176969.0,1829577.0,2016,05/19/2016 03:50:56 PM,41.687694569,-87.627761063,"(41.687694569, -87.627761063)"
795888,10519439,HZ261150,05/12/2016 08:05:00 AM,006XX E 133RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,False,True,533,5.0,9.0,54.0,14,1183043.0,1817529.0,2016,05/19/2016 03:50:56 PM,41.65449445,-87.605897289,"(41.65449445, -87.605897289)"
795889,10519440,HZ261115,05/12/2016 07:30:00 AM,006XX E 133RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5.0,9.0,54.0,14,1183043.0,1817529.0,2016,05/19/2016 03:50:56 PM,41.65449445,-87.605897289,"(41.65449445, -87.605897289)"
795890,10519444,HZ261335,05/12/2016 10:30:00 AM,118XX S BISHOP ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,524,5.0,34.0,53.0,08B,1168798.0,1826233.0,2016,05/19/2016 03:50:56 PM,41.678697826,-87.65777023,"(41.678697826, -87.65777023)"
795891,10519453,HZ261368,05/12/2016 09:00:00 AM,011XX N WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,"SCHOOL, PUBLIC, BUILDING",True,False,1212,12.0,1.0,24.0,14,1160197.0,1907701.0,2016,05/19/2016 03:50:56 PM,41.902437713,-87.687011559,"(41.902437713, -87.687011559)"
795892,10519454,HZ261405,05/12/2016 01:30:00 AM,041XX W 56TH PL,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,False,False,813,8.0,13.0,62.0,26,1149709.0,1866815.0,2016,05/19/2016 03:50:56 PM,41.790451687,-87.726596936,"(41.790451687, -87.726596936)"
795893,10519456,HZ261355,05/12/2016 10:55:00 AM,009XX N MENARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),True,True,1511,15.0,29.0,25.0,08B,1137516.0,1905888.0,2016,05/19/2016 03:50:56 PM,41.897901311,-87.770367225,"(41.897901311, -87.770367225)"
795894,10519461,HZ261399,05/12/2016 01:00:00 AM,064XX S MARYLAND AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,312,3.0,20.0,42.0,08B,1183004.0,1862534.0,2016,05/19/2016 03:50:56 PM,41.777994582,-87.604646278,"(41.777994582, -87.604646278)"
795895,10519463,HZ261352,05/12/2016 10:58:00 AM,067XX S ASHLAND AVE,0460,BATTERY,SIMPLE,SIDEWALK,True,False,725,7.0,15.0,67.0,08B,1166831.0,1860095.0,2016,05/19/2016 03:50:56 PM,41.771662422,-87.66400648,"(41.771662422, -87.66400648)"
795896,10519464,HZ261221,05/12/2016 08:50:00 AM,021XX S ST LOUIS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,1024,10.0,24.0,29.0,08B,1153429.0,1889475.0,2016,05/19/2016 03:50:56 PM,41.85256088,-87.712355992,"(41.85256088, -87.712355992)"
795897,10519468,HZ261349,05/12/2016 10:30:00 AM,015XX S KEDZIE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1022,10.0,24.0,29.0,03,1155268.0,1892639.0,2016,05/19/2016 03:50:56 PM,41.861206558,-87.705521356,"(41.861206558, -87.705521356)"
795898,10519458,HZ261218,05/12/2016 09:15:00 AM,022XX S RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,1013,10.0,22.0,30.0,08B,1151721.0,1888960.0,2016,01/16/2017 03:47:24 PM,41.851181381,-87.718638445,"(41.851181381, -87.718638445)"
795899,10519471,HZ261275,05/12/2016 02:24:00 AM,001XX N HARBOR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,114,1.0,42.0,32.0,14,1179650.0,1901417.0,2016,05/19/2016 03:50:56 PM,41.884769738,-87.615751308,"(41.884769738, -87.615751308)"
795900,10519472,HZ261332,05/12/2016 10:00:00 AM,061XX N HOYNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2413,24.0,40.0,2.0,08B,1161220.0,1940521.0,2016,05/19/2016 03:50:56 PM,41.992476429,-87.682338284,"(41.992476429, -87.682338284)"
795901,10519473,HZ261333,05/12/2016 10:07:00 AM,002XX E 35TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,211,2.0,3.0,35.0,18,1178258.0,1881833.0,2016,05/19/2016 03:50:56 PM,41.831061814,-87.621459125,"(41.831061814, -87.621459125)"
